"Month, Day, Year of Answer - Date/Time",Question Text,Answer -  #Response
"February 19, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,45.6
"February 18, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 17, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 16, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 15, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 14, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 13, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 12, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 11, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 10, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 9, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 8, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 7, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 6, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 5, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 4, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 3, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,3912
"January 28, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,6937.5
"January 20, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,265.4
"January 19, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,257.1
"January 18, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,257.1
"January 17, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,257.1
"January 16, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,253
"January 15, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,210.4
"January 14, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,698.2
"January 12, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,210.4
"January 11, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,210.4
"January 10, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,186.7
"January 7, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,8.4
"January 6, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 5, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 4, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 3, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 2, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 1, 2025",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"December 31, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,204.9
"December 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,409.4
"December 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,204.7
"December 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,204.7
"December 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,204.7
"December 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,204.7
"December 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,460.7
"December 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,7.4
"December 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.8
"December 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,20.4
"December 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.8
"December 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.8
"December 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.8
"December 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.8
"December 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.8
"December 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.9
"December 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,5.9
"December 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.7
"December 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,5.9
"December 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,7.4
"December 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,10.2
"December 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.2
"December 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.5
"November 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,9.4
"November 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,5.6
"November 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.9
"November 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,6.2
"November 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.9
"November 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.9
"November 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.9
"November 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"November 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 31, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"October 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"September 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 31, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"August 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 31, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"July 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"June 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"May 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"April 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 31, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,1.7
"March 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.7
"March 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 17, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"March 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0.3
"February 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 21, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 16, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 6, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 5, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 4, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 3, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 2, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"February 1, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 31, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 30, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 29, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 28, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 27, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 26, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 25, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 24, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,541.2
"January 23, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,428.2
"January 22, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,787.5
"January 20, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,249.2
"January 19, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,227.9
"January 18, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,227.9
"January 15, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.3
"January 14, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.3
"January 13, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.3
"January 12, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.3
"January 11, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,2.3
"January 10, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 9, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 8, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
"January 7, 2024",VNG Monthly TOTALIZER: Total VAP Rate A-F,0
